Asker Id	Answerer Id	Post
1840823	420587	https://stackoverflow.com/questions/58742865/multiple-get-methods-with-a-single-parameter-result-in-ambiguousmatchexception
1840823	2474694	https://stackoverflow.com/questions/58742865/multiple-get-methods-with-a-single-parameter-result-in-ambiguousmatchexception
1840823	1678053	https://stackoverflow.com/questions/58742865/multiple-get-methods-with-a-single-parameter-result-in-ambiguousmatchexception
12248993	2118383	https://stackoverflow.com/questions/58743261/dll-is-missing-right-after-publishing-it-net-winforms
3858689	2571791	https://stackoverflow.com/questions/31224206/predefined-type-system-object-is-not-defined-or-imported-net-4-6
3858689	1093228	https://stackoverflow.com/questions/31224206/predefined-type-system-object-is-not-defined-or-imported-net-4-6
3858689	5717181	https://stackoverflow.com/questions/31224206/predefined-type-system-object-is-not-defined-or-imported-net-4-6
3858689	4990859	https://stackoverflow.com/questions/31224206/predefined-type-system-object-is-not-defined-or-imported-net-4-6
3858689	15349	https://stackoverflow.com/questions/31224206/predefined-type-system-object-is-not-defined-or-imported-net-4-6
3858689	547640	https://stackoverflow.com/questions/31224206/predefined-type-system-object-is-not-defined-or-imported-net-4-6
1444358	536221	https://stackoverflow.com/questions/58625512/some-controls-on-form-not-resizing-on-some-forms-in-c-windows-form
12185934	77884	https://stackoverflow.com/questions/58724696/how-to-update-status-in-db-on-webpage-leave-closed
933433	9083094	https://stackoverflow.com/questions/58740755/how-to-group-powershell-select-string-output-based-on-filename
1840823	418729	https://stackoverflow.com/questions/58742284/how-to-use-linq-to-query-a-key-property-using-generic-types
2836246	2644664	https://stackoverflow.com/questions/36472668/union-two-list-by-property
5912557	11790221	https://stackoverflow.com/questions/58741820/how-to-fix-metro-message-box-bug-it-doesnt-read-the-form-owners-size-and-loca
105937	494635	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0
105937	148657	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0
105937	148657	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0
105937	1109689	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0
105937	1371188	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0
105937	8813822	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0
105937	2608448	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0
105937	10341511	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0
105937	41403	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0
105937	4972314	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0
105937	3902220	https://stackoverflow.com/questions/49925484/you-must-add-a-reference-to-assembly-netstandard-version-2-0-0-0
1149328	581076	https://stackoverflow.com/questions/16407904/what-is-the-best-way-to-return-completed-task
1149328	23354	https://stackoverflow.com/questions/16407904/what-is-the-best-way-to-return-completed-task
1149328	1149328	https://stackoverflow.com/questions/16407904/what-is-the-best-way-to-return-completed-task
546220	1771539	https://stackoverflow.com/questions/8715459/disabling-or-greying-out-a-datagridview
546220	6544091	https://stackoverflow.com/questions/8715459/disabling-or-greying-out-a-datagridview
546220	1814859	https://stackoverflow.com/questions/8715459/disabling-or-greying-out-a-datagridview
546220	2565094	https://stackoverflow.com/questions/8715459/disabling-or-greying-out-a-datagridview
546220	944560	https://stackoverflow.com/questions/8715459/disabling-or-greying-out-a-datagridview
546220	4714	https://stackoverflow.com/questions/8715459/disabling-or-greying-out-a-datagridview
546220	993745	https://stackoverflow.com/questions/8715459/disabling-or-greying-out-a-datagridview
546220	301552	https://stackoverflow.com/questions/8715459/disabling-or-greying-out-a-datagridview
4801362	7609093	https://stackoverflow.com/questions/58709294/block-anonymous-folder-access-with-adfs
2461	6526663	https://stackoverflow.com/questions/677874/starting-a-process-with-credentials-from-a-windows-service
2461	850848	https://stackoverflow.com/questions/677874/starting-a-process-with-credentials-from-a-windows-service
2461	12845	https://stackoverflow.com/questions/677874/starting-a-process-with-credentials-from-a-windows-service
2461	10262	https://stackoverflow.com/questions/677874/starting-a-process-with-credentials-from-a-windows-service
2461	19032	https://stackoverflow.com/questions/677874/starting-a-process-with-credentials-from-a-windows-service
2461	47733	https://stackoverflow.com/questions/677874/starting-a-process-with-credentials-from-a-windows-service
2461	50776	https://stackoverflow.com/questions/677874/starting-a-process-with-credentials-from-a-windows-service
4024800	8173870	https://stackoverflow.com/questions/58739876/wpf-net-clickonce-deployment-install-location
1628789	3968736	https://stackoverflow.com/questions/12252805/property-private-method-or-private-get-set
1628789	1958681	https://stackoverflow.com/questions/12252805/property-private-method-or-private-get-set
1628789	400547	https://stackoverflow.com/questions/12252805/property-private-method-or-private-get-set
1628789	446519	https://stackoverflow.com/questions/12252805/property-private-method-or-private-get-set
1628789	464879	https://stackoverflow.com/questions/12252805/property-private-method-or-private-get-set
1628789	1336654	https://stackoverflow.com/questions/12252805/property-private-method-or-private-get-set
1628789	156695	https://stackoverflow.com/questions/12252805/property-private-method-or-private-get-set
5159468	5038208	https://stackoverflow.com/questions/54147853/untouched-code-suddenly-throws-method-not-found-void-swashbuckle-application-s
5159468	2459290	https://stackoverflow.com/questions/54147853/untouched-code-suddenly-throws-method-not-found-void-swashbuckle-application-s
12185887	8367626	https://stackoverflow.com/questions/58738268/why-assigning-a-value-to-date-type-object-is-not-getting-its-value-properly
12185887	3110834	https://stackoverflow.com/questions/58738268/why-assigning-a-value-to-date-type-object-is-not-getting-its-value-properly
247597	3095784	https://stackoverflow.com/questions/5229341/ssrs-problem-getting-asp-net-session-has-expired
247597	568289	https://stackoverflow.com/questions/5229341/ssrs-problem-getting-asp-net-session-has-expired
10057483	7814710	https://stackoverflow.com/questions/58671991/avoid-duplicate-entries-in-entity-framework-using-mssql-and-net-core
10057483	3829417	https://stackoverflow.com/questions/58671991/avoid-duplicate-entries-in-entity-framework-using-mssql-and-net-core
12324414	1554116	https://stackoverflow.com/questions/58705903/exception-system-argumentnullexception-value-cannot-be-null
12332492	12332492	https://stackoverflow.com/questions/58735539/how-to-view-that-advertiser-is-connected
4805491	4805491	https://stackoverflow.com/questions/57682408/how-to-use-custom-cultureinfo-in-nunit
11068471	1139830	https://stackoverflow.com/questions/58737905/reusing-database-connection-with-dapper-in-net-web-api
11317519	3093731	https://stackoverflow.com/questions/55537543/azure-active-directory-wont-logout-using-asp-net-core-2-1-mvc
11317519	10504999	https://stackoverflow.com/questions/55537543/azure-active-directory-wont-logout-using-asp-net-core-2-1-mvc
11317519	5751404	https://stackoverflow.com/questions/55537543/azure-active-directory-wont-logout-using-asp-net-core-2-1-mvc
6273178	2583352	https://stackoverflow.com/questions/41700759/httpcontext-response-cache-equivalent-in-net-core
6273178	29407	https://stackoverflow.com/questions/41700759/httpcontext-response-cache-equivalent-in-net-core
7685247	2684353	https://stackoverflow.com/questions/43183496/get-real-exception-type-that-is-contained-in-aggregateexception
7685247	7685247	https://stackoverflow.com/questions/43183496/get-real-exception-type-that-is-contained-in-aggregateexception
7685247	2704659	https://stackoverflow.com/questions/43183496/get-real-exception-type-that-is-contained-in-aggregateexception
7685247	993547	https://stackoverflow.com/questions/43183496/get-real-exception-type-that-is-contained-in-aggregateexception
4795110	5560814	https://stackoverflow.com/questions/58731103/azure-functions-reading-custom-json
303685	5718868	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	793036	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	2597991	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	4550962	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	7385487	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	2942659	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	663246	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	3651622	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	11635	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	4561177	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	965738	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	661109	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	2385108	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	2697556	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	1432407	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	5165273	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	4744390	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	4389887	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	384478	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
303685	268066	https://stackoverflow.com/questions/24772053/found-conflicts-between-different-versions-of-the-same-dependent-assembly-that-c
1768	54289	https://stackoverflow.com/questions/463073/run-windows-forms-application-as-service
1768	1768	https://stackoverflow.com/questions/463073/run-windows-forms-application-as-service
1768	397639	https://stackoverflow.com/questions/463073/run-windows-forms-application-as-service
1768	12845	https://stackoverflow.com/questions/463073/run-windows-forms-application-as-service
1768	33264	https://stackoverflow.com/questions/463073/run-windows-forms-application-as-service
1768	26507	https://stackoverflow.com/questions/463073/run-windows-forms-application-as-service
1768	19314	https://stackoverflow.com/questions/463073/run-windows-forms-application-as-service
1768	50776	https://stackoverflow.com/questions/463073/run-windows-forms-application-as-service
2316152	8662608	https://stackoverflow.com/questions/48670178/directoryentry-safe-password-handling
2316152	1202807	https://stackoverflow.com/questions/48670178/directoryentry-safe-password-handling
2316152	2423288	https://stackoverflow.com/questions/48670178/directoryentry-safe-password-handling
12210741	10585526	https://stackoverflow.com/questions/58733757/how-to-implement-one-method-that-support-both-sync-async-calls
1554876	7264620	https://stackoverflow.com/questions/58634470/for-ibm-wmq-net-reference-why-is-my-code-not-loading-an-application-specific-v
162462	612702	https://stackoverflow.com/questions/9290146/generic-type-conversion-in-python
162462	20862	https://stackoverflow.com/questions/9290146/generic-type-conversion-in-python
162462	1170574	https://stackoverflow.com/questions/9290146/generic-type-conversion-in-python
93	22656	https://stackoverflow.com/questions/299703/delegate-keyword-vs-lambda-notation
93	1509	https://stackoverflow.com/questions/299703/delegate-keyword-vs-lambda-notation
93	4959238	https://stackoverflow.com/questions/299703/delegate-keyword-vs-lambda-notation
93	38670	https://stackoverflow.com/questions/299703/delegate-keyword-vs-lambda-notation
93	8155	https://stackoverflow.com/questions/299703/delegate-keyword-vs-lambda-notation
93	972264	https://stackoverflow.com/questions/299703/delegate-keyword-vs-lambda-notation
10574098	10574098	https://stackoverflow.com/questions/58726192/problem-for-console-redirection-after-piping-through-command
7774396	7774396	https://stackoverflow.com/questions/43452933/why-different-error-codes-for-same-exception
7774396	21567	https://stackoverflow.com/questions/43452933/why-different-error-codes-for-same-exception
1161703	1991643	https://stackoverflow.com/questions/26445708/the-type-or-namespace-name-optimization-does-not-exist-in-the-namespace-syste
1161703	769678	https://stackoverflow.com/questions/26445708/the-type-or-namespace-name-optimization-does-not-exist-in-the-namespace-syste
1161703	9179521	https://stackoverflow.com/questions/26445708/the-type-or-namespace-name-optimization-does-not-exist-in-the-namespace-syste
1161703	2597706	https://stackoverflow.com/questions/26445708/the-type-or-namespace-name-optimization-does-not-exist-in-the-namespace-syste
1161703	2559126	https://stackoverflow.com/questions/26445708/the-type-or-namespace-name-optimization-does-not-exist-in-the-namespace-syste
1161703	3404841	https://stackoverflow.com/questions/26445708/the-type-or-namespace-name-optimization-does-not-exist-in-the-namespace-syste
12332784	12052112	https://stackoverflow.com/questions/58733386/how-to-display-two-actionresults-in-one-view
1187736	1841839	https://stackoverflow.com/questions/41419455/googlewebauthorizationbroker-does-not-automatically-return-new-access-token-from
1617005	1065818	https://stackoverflow.com/questions/58595246/using-system-net-dns-gethostentry-to-get-the-ip-address-for-a-website-will
1617005	3662425	https://stackoverflow.com/questions/58595246/using-system-net-dns-gethostentry-to-get-the-ip-address-for-a-website-will
1617005	12188799	https://stackoverflow.com/questions/58595246/using-system-net-dns-gethostentry-to-get-the-ip-address-for-a-website-will
1617005	2896332	https://stackoverflow.com/questions/58595246/using-system-net-dns-gethostentry-to-get-the-ip-address-for-a-website-will
174375	22656	https://stackoverflow.com/questions/58726649/does-net-put-your-libraries-into-the-gac
8517918	2181397	https://stackoverflow.com/questions/58733389/function-on-change-of-javascript-not-working-in-asp-net-mvc
8517918	4377430	https://stackoverflow.com/questions/58733389/function-on-change-of-javascript-not-working-in-asp-net-mvc
11665578	541877	https://stackoverflow.com/questions/56653137/why-is-a-sql-command-in-my-code-replaced-by-todo-func-at-runtime
205859	2743236	https://stackoverflow.com/questions/7062882/searching-a-tree-using-linq
205859	3895341	https://stackoverflow.com/questions/7062882/searching-a-tree-using-linq
205859	363437	https://stackoverflow.com/questions/7062882/searching-a-tree-using-linq
205859	139300	https://stackoverflow.com/questions/7062882/searching-a-tree-using-linq
205859	328848	https://stackoverflow.com/questions/7062882/searching-a-tree-using-linq
205859	642440	https://stackoverflow.com/questions/7062882/searching-a-tree-using-linq
205859	444118	https://stackoverflow.com/questions/7062882/searching-a-tree-using-linq
205859	276994	https://stackoverflow.com/questions/7062882/searching-a-tree-using-linq
205859	338645	https://stackoverflow.com/questions/7062882/searching-a-tree-using-linq
205859	675502	https://stackoverflow.com/questions/7062882/searching-a-tree-using-linq
205859	272958	https://stackoverflow.com/questions/7062882/searching-a-tree-using-linq
205859	249933	https://stackoverflow.com/questions/7062882/searching-a-tree-using-linq
1108314	4572240	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
1108314	7064992	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
1108314	3908810	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
1108314	1370311	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
1108314	1339453	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
1108314	556595	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
1108314	58880	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
1108314	227436	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
1108314	2661158	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
1108314	813901	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
1108314	621316	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
1108314	1257110	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
1108314	1296733	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
1108314	2908254	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
1108314	401388	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
1108314	983169	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
1108314	1345535	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
1108314	17034	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
1108314	823599	https://stackoverflow.com/questions/10113532/how-do-i-fix-the-visual-studio-compile-error-mismatch-between-processor-archit
30674	236905	https://stackoverflow.com/questions/3201598/how-do-i-create-a-file-and-any-folders-if-the-folders-dont-exist
30674	3367974	https://stackoverflow.com/questions/3201598/how-do-i-create-a-file-and-any-folders-if-the-folders-dont-exist
30674	33236	https://stackoverflow.com/questions/3201598/how-do-i-create-a-file-and-any-folders-if-the-folders-dont-exist
30674	169492	https://stackoverflow.com/questions/3201598/how-do-i-create-a-file-and-any-folders-if-the-folders-dont-exist
30674	1583	https://stackoverflow.com/questions/3201598/how-do-i-create-a-file-and-any-folders-if-the-folders-dont-exist
30674	181197	https://stackoverflow.com/questions/3201598/how-do-i-create-a-file-and-any-folders-if-the-folders-dont-exist
30674	352898	https://stackoverflow.com/questions/3201598/how-do-i-create-a-file-and-any-folders-if-the-folders-dont-exist
30674	383426	https://stackoverflow.com/questions/3201598/how-do-i-create-a-file-and-any-folders-if-the-folders-dont-exist
30674	5363	https://stackoverflow.com/questions/3201598/how-do-i-create-a-file-and-any-folders-if-the-folders-dont-exist
3252679	12332727	https://stackoverflow.com/questions/28961209/line-break-in-t-sql-char13-is-not-working
3252679	266143	https://stackoverflow.com/questions/28961209/line-break-in-t-sql-char13-is-not-working
3252679	707458	https://stackoverflow.com/questions/28961209/line-break-in-t-sql-char13-is-not-working
6105316	1367090	https://stackoverflow.com/questions/58732423/how-to-stop-newtonsoft-json-from-camelcasing
6105316	120783	https://stackoverflow.com/questions/58732423/how-to-stop-newtonsoft-json-from-camelcasing
11644268	1838048	https://stackoverflow.com/questions/58730263/how-to-write-new-line-character-n-in-resx-file
7314737	9898643	https://stackoverflow.com/questions/58701511/powershell-cut-combine-and-simplify-lines-in-a-file
7314737	11025476	https://stackoverflow.com/questions/58701511/powershell-cut-combine-and-simplify-lines-in-a-file
2425071	123834	https://stackoverflow.com/questions/17810211/convert-decimal-to-string-without-commas-or-dots
2425071	2533772	https://stackoverflow.com/questions/17810211/convert-decimal-to-string-without-commas-or-dots
2425071	1195080	https://stackoverflow.com/questions/17810211/convert-decimal-to-string-without-commas-or-dots
2425071	121309	https://stackoverflow.com/questions/17810211/convert-decimal-to-string-without-commas-or-dots
2425071	1837731	https://stackoverflow.com/questions/17810211/convert-decimal-to-string-without-commas-or-dots
2425071	1342496	https://stackoverflow.com/questions/17810211/convert-decimal-to-string-without-commas-or-dots
2425071	327395	https://stackoverflow.com/questions/17810211/convert-decimal-to-string-without-commas-or-dots
2425071	1786428	https://stackoverflow.com/questions/17810211/convert-decimal-to-string-without-commas-or-dots
8532362	1051784	https://stackoverflow.com/questions/45938814/the-version-of-microsoft-net-sdk-used-by-this-project-is-insufficient-to-support
8532362	11873310	https://stackoverflow.com/questions/45938814/the-version-of-microsoft-net-sdk-used-by-this-project-is-insufficient-to-support
8532362	3679870	https://stackoverflow.com/questions/45938814/the-version-of-microsoft-net-sdk-used-by-this-project-is-insufficient-to-support
8532362	4337436	https://stackoverflow.com/questions/45938814/the-version-of-microsoft-net-sdk-used-by-this-project-is-insufficient-to-support
225480	1874522	https://stackoverflow.com/questions/58717680/catching-dependency-injection-errors-in-controllers-in-net-web-api
